,tweet,target
911,"smile princess , it looks good on you ..",0
912,@Iamdepr47974144 Have you talked to anyone about how you feel?  ,1
913,"Ok I consulted Merriam-Webster… maybe she was so busy and stressed out this year because of Vincenzo, glitch and so many engagements this year. My Beenie, enjoy ur break nd go on a vacation with your darling 🖤   https://t.co/1U5ifx1kgo",1
914,"a few days ni selalu mengadu dekat bae stress due to work, know know harini dia datang to comfort me 😭😭🤍",1
915,@DavidLammy This kind of abuse is UNBELIEVABLE and an absolute disgrace. It makes me sad to see this #dismayed,1
916,"@taevocii U open the books and get stressed U close ur books and get stressed U see a friend talking about certain topic and suddenly u brain fart and forget everything u learnt about In short there is no way other than knowing others around u r going through the same, u can do it!!!",1
917,And I didn’t mean quaking positively I’m f’ing mad,1
918,@dominickevans Before I could find a new doctor I know it’s my stress level and there is not much I can do about it atm so I’m concerned this will not get addressed properly,1
919,@queenjlouise @mamaw_gereck awe thanks 😊,0
920,If your only response to this current political crap show is 'but Hillary!!' Or 'but Obama!!' you need to start looking for a new argument.,0
921,"the turkey eats, the turkey is stressed, the turkey is chosen, the turkey is stuffed, the turkey is cooked, the turkey is served on plates, the table is stuffed with turkey and friends.",1
922,"Brain: “Uh-oh, something’s coming…  , is that you?” Depression: “Idk, don’t care?” Mixed episode: “Hey, don’t look at us!” Brain: , not you again?!” Mania: “… No 😬” Brain: “So…” Mania:  https://t.co/f0qLu7olia",1
923,@CanadiensMTL The only two that should be addressing the media is Dumb and Dumber you don’t have to stress the brain to figure who they are.,1
924,"Now, what pisses me off personally: in modern life it's kind of hard to regulate the whole anxiety system with no clear guidelines as to where it is appropiate and not, but i think stress as a result of modern life is different than PTSD that comes from very intense life or death",1
925,"@EricMillerFink @KVOA As a healthcare professional working in Tucson for the past 25 years, I appreciate the stress &amp; burnout being discussed &amp; I have experienced it personally. In this profession our primary commitment is to our patients. We continually work through challenges, every day. Peace!✌",1
926,@KeralaBlasters Team is shaping better! A few played exceptional.. but some player positions need to be planned better - this mode isn’t supporting coach’s attacking intends as he stressed the other day.,1
927,"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365",0
928, is continuing to kick my ass to the point where I'm ready to lose my battle to this illness just so I can become happier. Mentally I'm hanging by a thread which is why tonight's  session will be an emergency session cause this game helps my mood!  https://t.co/Leloc8sX1U,1
929,"Anxiety and depression are the most common mental illnesses.    If you are feeling anxious or depressed, you are not alone! Seek help and support when you need it.        https://t.co/YBhFgfHGx5",1
930,"i bought a small press that'll allow to save Huge amounts of time+material &amp; bring you More lino prints in the future. while it doesn't put me in financial stress, if you've ever loved my art enough that you'd like to send few coins my way... this time it'd bring tears to my eyes  https://t.co/3RBf3vmTQO",1
931,Happy Thanksgiving everyone! I'm so thankful for you guys! Love you all. Enjoy food and good company.        https://t.co/dClAJXBmxa,1
932,"You dont even feel like talking to someone and suddenly there comes someone whom you can spend hours talking , laughing , cheering 💕",0
933,What depression looks like. Losing a job to support your family because you believe in natural immunity instead of being injected with gene therapy that has severe and unknown side effects for something most people survive. ,1
934,"@Ifeade_Lu @Grace_undiluted @Tee_Classiquem1 See good people ooo.  God I want to be friends with good and understanding folks, I hate stress!!!",1
935,"The high risk parents are at for , postnatal  &amp; .   risks are higher after a preterm birth &amp; we should have more supports to hand both in the hospital &amp; at home.  Children born preterm as twice as likely to require hospitalization from flu making it  https://t.co/q8VkZsxFft",1
936,I've not felt this low in ages.. Funny how one word can send you right back down the rabbit hole you thought you were coming out of..  can do one.. As can feeling like ,1
937,", and all neurological disorders, are mitochondrial diseases. The sooner they focus all their energy on this, the sooner they will find personalized treatments.     ",1
938,"Hello everyone! it's 6:30 in the #morning, the #sun is just rising in #DominicanRepublic, hope you have a great #day #today! keep .",0
939,osu completion is a good way to enjoy this game  you can find some visible progress even if your skill hasn't been improved so no need to get stress,1
940,"    known to increase incidence and mortality with , , other diseases.  increasing depression, which interconnects with  and .  All these  are increasing  ",1
941,I have to apologize for my recent behavior. I've been really stressed out for a long time now. I have not had a chance to take a breath.    ,1
942,"          .After 7yrs,4mos writing thru 4 Editions thru to ""The Final Cut"", Book has proven to be Tremendously Effective for those willing to TRY, Read &amp; Work on Selves the Proper/Natural Way...",1
943,@Mista_Mdee Camp is like heaven When you leave there That's when you will know what real stress is,1
944,"🆘STARBUCKS🆘Beautiful petite senior 14 yo. Sweet, she’s been used to be inside at home in her pillow. Now at shelter. So stressed At risk. Needs urgent FOSTER/ ADOPTION. Please help/share this little lady.",1
945,Just poured curry all over my books   ,1
946,My personality will confuse you. I'm a introvert and outgoing person - thank you BPD. I don't know how that works 🤷‍♀️           ,1
947,"@convomfs everything will be fine sender, jangan takut lagi yaa?💗",1
948,@KendallRaeOnYT Hell yeah girl go stress free set boundaries be at peace,1
949,@maradoddsy7 Stressed it very thankful to have a friend like you xxx,1
950,@bryinlyin Faculty and students want to finish the semester without stress and distraction. It's like the CEC is trolling them.,1
951,"Part of my disability is that I have issues with   other issues in the mental health like adhd, I probably got more issues than box of chocolates. Eat 1 throw it out bcuz it taste like crap don’t keep going! My attention span is short",1
952,"I would add addressing the broader causes of , which include deprivation, abuse of various kinds, inequality (gender and social ) and the need to prioritise mental health throughout the fabric of society.",1
953,@Iamdepr47974144 Have you talked to anyone about how you feel?  ,1
954,"Can’t stress this enough, Fuck Sparta Prague and the Czech People 😎",1
955,@cutestwoozi done 💙☁️ Thanks you sm for this ga ❤️ Wish you have a nice day💫💙 Take care and stay safe 💜 happy birthday to you dear💗 hope you always happy and health☁️ no be stress and be lucky ❤️,1
956,"@ashley_merdalo One song on repeat helps me. And a drink every once in a while helps too, because if I get too stressed about a deadline, I turn into a perfectionist and the words refuse to flow.",1
957,Scientific studies have claimed a link between  &amp; improved levels of . How do you feel about pets in the office? Rex here is a big fan . He’s already received a WOW! Award nomination for his excellent telephone manner. 😉🐶    https://t.co/7Q6evo6DBu,1
958,"To remove the keloid scars on my arm, the doctor told me I have to prove it's from depression, otherwise my health insurance won't cover it. Japan's mental health attitude is so shit, I swear to God.      ",1
959,Don’t want to go back to that dark place 🌑 ⁣ .⁣ .⁣ .⁣ .⁣ .⁣           ,1
960,"thanksgiving sounds incredibly exhausting, imagine having to deal with the stress of an entire family feast and the social interaction that comes with it just a month before having to do it again at xmas",1
961,"Taking a break for now. Come Monday I'm going to open the book back up to the beginning, and find out just exactly what I wrote.        https://t.co/z2v13k0R0u",1
962,"Adolescence and young adulthood present many new opportunities. But this time of change can also be stressful and cause depression.   You are not alone! 💚  If you think you might have , talk to someone you trust or seek professional help.    https://t.co/Ufmjmg9G8o",1
